Year;District;deaths;pop;dens_pop;gdp;share_industry;dens_doc;houshold_house;household_size;share_male;share_5_14;share_20_39;share_60
1914;2003;95;4603;109.9531093;1873;0.585;0.071661814;1.39;4.4;0.521;0.185;0.277;0.143
1915;2003;89;4603;109.9531093;1873;0.585;0.071661814;1.39;4.4;0.521;0.185;0.277;0.143
1916;2003;103;4603;109.9531093;1873;0.585;0.071661814;1.39;4.4;0.521;0.185;0.277;0.143
1917;2003;117;4603;109.9531093;1873;0.585;0.071661814;1.39;4.4;0.521;0.185;0.277;0.143
1918;2003;171;4603;109.9531093;1873;0.585;0.071661814;1.39;4.4;0.521;0.185;0.277;0.143
1913;2004;244;19178;144.5507793;2468;0.69;0.060298584;1.52;4.3;0.502;0.199;0.299;0.095
1914;2004;219;19178;144.5507793;2468;0.69;0.060298584;1.52;4.3;0.502;0.199;0.299;0.095
1915;2004;233;19178;144.5507793;2468;0.69;0.060298584;1.52;4.3;0.502;0.199;0.299;0.095
1916;2004;231;19178;144.5507793;2468;0.69;0.060298584;1.52;4.3;0.502;0.199;0.299;0.095
1917;2004;248;19178;144.5507793;2468;0.69;0.060298584;1.52;4.3;0.502;0.199;0.299;0.095
1918;2004;335;19178;144.5507793;2468;0.69;0.060298584;1.52;4.3;0.502;0.199;0.299;0.095
1913;2005;298;20220;189.8448943;2327;0.739;0.103278627;1.48;4.1;0.498;0.186;0.313;0.094
1914;2005;293;20220;189.8448943;2327;0.739;0.103278627;1.48;4.1;0.498;0.186;0.313;0.094
1915;2005;255;20220;189.8448943;2327;0.739;0.103278627;1.48;4.1;0.498;0.186;0.313;0.094
1916;2005;228;20220;189.8448943;2327;0.739;0.103278627;1.48;4.1;0.498;0.186;0.313;0.094
1917;2005;275;20220;189.8448943;2327;0.739;0.103278627;1.48;4.1;0.498;0.186;0.313;0.094
1918;2005;362;20220;189.8448943;2327;0.739;0.103278627;1.48;4.1;0.498;0.186;0.313;0.094
1913;2006;308;19676;125.6206494;2257;0.634;0.038306764;1.22;4.6;0.501;0.225;0.283;0.091
1914;2006;267;19676;125.6206494;2257;0.634;0.038306764;1.22;4.6;0.501;0.225;0.283;0.091
1915;2006;303;19676;125.6206494;2257;0.634;0.038306764;1.22;4.6;0.501;0.225;0.283;0.091
1916;2006;272;19676;125.6206494;2257;0.634;0.038306764;1.22;4.6;0.501;0.225;0.283;0.091
1917;2006;289;19676;125.6206494;2257;0.634;0.038306764;1.22;4.6;0.501;0.225;0.283;0.091
1918;2006;412;19676;125.6206494;2257;0.634;0.038306764;1.22;4.6;0.501;0.225;0.283;0.091
1913;2007;160;12292;88.57260619;2173;0.54;0.036028558;1.27;4.4;0.508;0.207;0.276;0.109
1914;2007;164;12292;88.57260619;2173;0.54;0.036028558;1.27;4.4;0.508;0.207;0.276;0.109
1915;2007;144;12292;88.57260619;2173;0.54;0.036028558;1.27;4.4;0.508;0.207;0.276;0.109
1916;2007;164;12292;88.57260619;2173;0.54;0.036028558;1.27;4.4;0.508;0.207;0.276;0.109
1917;2007;166;12292;88.57260619;2173;0.54;0.036028558;1.27;4.4;0.508;0.207;0.276;0.109
1918;2007;237;12292;88.57260619;2173;0.54;0.036028558;1.27;4.4;0.508;0.207;0.276;0.109
1913;2008;223;14919;120.5616675;2573;0.612;0.048486494;1.31;4.1;0.493;0.194;0.287;0.099
1914;2008;227;14919;120.5616675;2573;0.612;0.048486494;1.31;4.1;0.493;0.194;0.287;0.099
1915;2008;207;14919;120.5616675;2573;0.612;0.048486494;1.31;4.1;0.493;0.194;0.287;0.099
1916;2008;217;14919;120.5616675;2573;0.612;0.048486494;1.31;4.1;0.493;0.194;0.287;0.099
1917;2008;219;14919;120.5616675;2573;0.612;0.048486494;1.31;4.1;0.493;0.194;0.287;0.099
1918;2008;294;14919;120.5616675;2573;0.612;0.048486494;1.31;4.1;0.493;0.194;0.287;0.099
1913;2101;373;21133;99.67051615;2098;0.628;0.051879794;1.49;4.4;0.491;0.216;0.306;0.086
1914;2101;362;21133;99.67051615;2098;0.628;0.051879794;1.49;4.4;0.491;0.216;0.306;0.086
1915;2101;341;21133;99.67051615;2098;0.628;0.051879794;1.49;4.4;0.491;0.216;0.306;0.086
1916;2101;315;21133;99.67051615;2098;0.628;0.051879794;1.49;4.4;0.491;0.216;0.306;0.086
1917;2101;259;21133;99.67051615;2098;0.628;0.051879794;1.49;4.4;0.491;0.216;0.306;0.086
1918;2101;469;21133;99.67051615;2098;0.628;0.051879794;1.49;4.4;0.491;0.216;0.306;0.086
1913;2102;104;6289;17.51632494;1401;0.225;0.013926161;1.17;4;0.409;0.2;0.249;0.158
1914;2102;117;6289;17.51632494;1401;0.225;0.013926161;1.17;4;0.409;0.2;0.249;0.158
1915;2102;142;6289;17.51632494;1401;0.225;0.013926161;1.17;4;0.409;0.2;0.249;0.158
1916;2102;127;6289;17.51632494;1401;0.225;0.013926161;1.17;4;0.409;0.2;0.249;0.158
1917;2102;116;6289;17.51632494;1401;0.225;0.013926161;1.17;4;0.409;0.2;0.249;0.158
1918;2102;146;6289;17.51632494;1401;0.225;0.013926161;1.17;4;0.409;0.2;0.249;0.158
1913;2103;179;9932;20.21651949;1962;0.492;0.014248453;1.23;4;0.473;0.21;0.279;0.132
1914;2103;177;9932;20.21651949;1962;0.492;0.014248453;1.23;4;0.473;0.21;0.279;0.132
1915;2103;187;9932;20.21651949;1962;0.492;0.014248453;1.23;4;0.473;0.21;0.279;0.132
1916;2103;178;9932;20.21651949;1962;0.492;0.014248453;1.23;4;0.473;0.21;0.279;0.132
1917;2103;172;9932;20.21651949;1962;0.492;0.014248453;1.23;4;0.473;0.21;0.279;0.132
1918;2103;249;9932;20.21651949;1962;0.492;0.014248453;1.23;4;0.473;0.21;0.279;0.132
1913;2104;497;25722;46.69067455;2269;0.539;0.043564893;1.13;3.6;0.436;0.188;0.277;0.137
1914;2104;493;25722;46.69067455;2269;0.539;0.043564893;1.13;3.6;0.436;0.188;0.277;0.137
1915;2104;452;25722;46.69067455;2269;0.539;0.043564893;1.13;3.6;0.436;0.188;0.277;0.137
1916;2104;468;25722;46.69067455;2269;0.539;0.043564893;1.13;3.6;0.436;0.188;0.277;0.137
1917;2104;475;25722;46.69067455;2269;0.539;0.043564893;1.13;3.6;0.436;0.188;0.277;0.137
1918;2104;564;25722;46.69067455;2269;0.539;0.043564893;1.13;3.6;0.436;0.188;0.277;0.137
1913;2105;995;52159;172.9337567;2317;0.694;0.152513522;1.45;3.9;0.475;0.201;0.305;0.103
1914;2105;979;52159;172.9337567;2317;0.694;0.152513522;1.45;3.9;0.475;0.201;0.305;0.103
1915;2105;905;52159;172.9337567;2317;0.694;0.152513522;1.45;3.9;0.475;0.201;0.305;0.103
1916;2105;794;52159;172.9337567;2317;0.694;0.152513522;1.45;3.9;0.475;0.201;0.305;0.103
1917;2105;743;52159;172.9337567;2317;0.694;0.152513522;1.45;3.9;0.475;0.201;0.305;0.103
1918;2105;1073;52159;172.9337567;2317;0.694;0.152513522;1.45;3.9;0.475;0.201;0.305;0.103
1913;2106;520;27141;265.1816779;2995;0.778;0.195410396;1.76;4.1;0.475;0.202;0.308;0.096
1914;2106;501;27141;265.1816779;2995;0.778;0.195410396;1.76;4.1;0.475;0.202;0.308;0.096
1915;2106;529;27141;265.1816779;2995;0.778;0.195410396;1.76;4.1;0.475;0.202;0.308;0.096
1916;2106;450;27141;265.1816779;2995;0.778;0.195410396;1.76;4.1;0.475;0.202;0.308;0.096
1917;2106;458;27141;265.1816779;2995;0.778;0.195410396;1.76;4.1;0.475;0.202;0.308;0.096
1918;2106;705;27141;265.1816779;2995;0.778;0.195410396;1.76;4.1;0.475;0.202;0.308;0.096
1913;2107;125;6225;37.20038007;1974;0.546;0.011951929;1.3;4.2;0.486;0.225;0.29;0.092
1914;2107;106;6225;37.20038007;1974;0.546;0.011951929;1.3;4.2;0.486;0.225;0.29;0.092
1915;2107;108;6225;37.20038007;1974;0.546;0.011951929;1.3;4.2;0.486;0.225;0.29;0.092
1916;2107;96;6225;37.20038007;1974;0.546;0.011951929;1.3;4.2;0.486;0.225;0.29;0.092
1917;2107;83;6225;37.20038007;1974;0.546;0.011951929;1.3;4.2;0.486;0.225;0.29;0.092
1918;2107;153;6225;37.20038007;1974;0.546;0.011951929;1.3;4.2;0.486;0.225;0.29;0.092
1913;2108;100;4437;7.998671755;1456;0.188;0.003605441;1.04;3.3;0.375;0.163;0.247;0.229
1914;2108;100;4437;7.998671755;1456;0.188;0.003605441;1.04;3.3;0.375;0.163;0.247;0.229
1915;2108;99;4437;7.998671755;1456;0.188;0.003605441;1.04;3.3;0.375;0.163;0.247;0.229
1916;2108;87;4437;7.998671755;1456;0.188;0.003605441;1.04;3.3;0.375;0.163;0.247;0.229
1917;2108;89;4437;7.998671755;1456;0.188;0.003605441;1.04;3.3;0.375;0.163;0.247;0.229
1918;2108;118;4437;7.998671755;1456;0.188;0.003605441;1.04;3.3;0.375;0.163;0.247;0.229
1913;2201;419;23482;54.11205034;2241;0.669;0.048392516;1.41;3.9;0.513;0.209;0.307;0.093
1914;2201;370;23482;54.11205034;2241;0.669;0.048392516;1.41;3.9;0.513;0.209;0.307;0.093
1915;2201;342;23482;54.11205034;2241;0.669;0.048392516;1.41;3.9;0.513;0.209;0.307;0.093
1916;2201;315;23482;54.11205034;2241;0.669;0.048392516;1.41;3.9;0.513;0.209;0.307;0.093
1917;2201;349;23482;54.11205034;2241;0.669;0.048392516;1.41;3.9;0.513;0.209;0.307;0.093
1918;2201;529;23482;54.11205034;2241;0.669;0.048392516;1.41;3.9;0.513;0.209;0.307;0.093
1913;2202;116;7912;51.64817877;1976;0.492;0.039166971;1.34;4.1;0.516;0.213;0.255;0.124
1914;2202;106;7912;51.64817877;1976;0.492;0.039166971;1.34;4.1;0.516;0.213;0.255;0.124
1915;2202;146;7912;51.64817877;1976;0.492;0.039166971;1.34;4.1;0.516;0.213;0.255;0.124
1916;2202;141;7912;51.64817877;1976;0.492;0.039166971;1.34;4.1;0.516;0.213;0.255;0.124
1917;2202;118;7912;51.64817877;1976;0.492;0.039166971;1.34;4.1;0.516;0.213;0.255;0.124
1918;2202;168;7912;51.64817877;1976;0.492;0.039166971;1.34;4.1;0.516;0.213;0.255;0.124
1913;2203;98;5073;84.8941041;2249;0.509;0.050203491;1.28;4.2;0.495;0.216;0.253;0.123
1914;2203;93;5073;84.8941041;2249;0.509;0.050203491;1.28;4.2;0.495;0.216;0.253;0.123
1915;2203;93;5073;84.8941041;2249;0.509;0.050203491;1.28;4.2;0.495;0.216;0.253;0.123
1916;2203;62;5073;84.8941041;2249;0.509;0.050203491;1.28;4.2;0.495;0.216;0.253;0.123
1917;2203;76;5073;84.8941041;2249;0.509;0.050203491;1.28;4.2;0.495;0.216;0.253;0.123
1918;2203;123;5073;84.8941041;2249;0.509;0.050203491;1.28;4.2;0.495;0.216;0.253;0.123
1913;2204;167;11734;59.14323459;2241;0.473;0.025201651;1.26;4.3;0.53;0.201;0.278;0.11
1914;2204;182;11734;59.14323459;2241;0.473;0.025201651;1.26;4.3;0.53;0.201;0.278;0.11
1915;2204;188;11734;59.14323459;2241;0.473;0.025201651;1.26;4.3;0.53;0.201;0.278;0.11
1916;2204;160;11734;59.14323459;2241;0.473;0.025201651;1.26;4.3;0.53;0.201;0.278;0.11
1917;2204;172;11734;59.14323459;2241;0.473;0.025201651;1.26;4.3;0.53;0.201;0.278;0.11
1918;2204;239;11734;59.14323459;2241;0.473;0.025201651;1.26;4.3;0.53;0.201;0.278;0.11
1913;2205;168;9646;73.31514262;1632;0.351;0.015201149;1.21;4.7;0.522;0.219;0.267;0.114
1914;2205;160;9646;73.31514262;1632;0.351;0.015201149;1.21;4.7;0.522;0.219;0.267;0.114
1915;2205;171;9646;73.31514262;1632;0.351;0.015201149;1.21;4.7;0.522;0.219;0.267;0.114
1916;2205;156;9646;73.31514262;1632;0.351;0.015201149;1.21;4.7;0.522;0.219;0.267;0.114
1917;2205;142;9646;73.31514262;1632;0.351;0.015201149;1.21;4.7;0.522;0.219;0.267;0.114
1918;2205;195;9646;73.31514262;1632;0.351;0.015201149;1.21;4.7;0.522;0.219;0.267;0.114
1913;2206;196;12101;100.9348632;2280;0.738;0.050046209;1.62;3.9;0.506;0.215;0.273;0.103
1914;2206;185;12101;100.9348632;2280;0.738;0.050046209;1.62;3.9;0.506;0.215;0.273;0.103
1915;2206;170;12101;100.9348632;2280;0.738;0.050046209;1.62;3.9;0.506;0.215;0.273;0.103
1916;2206;164;12101;100.9348632;2280;0.738;0.050046209;1.62;3.9;0.506;0.215;0.273;0.103
1917;2206;167;12101;100.9348632;2280;0.738;0.050046209;1.62;3.9;0.506;0.215;0.273;0.103
1918;2206;224;12101;100.9348632;2280;0.738;0.050046209;1.62;3.9;0.506;0.215;0.273;0.103
1913;2207;1074;82425;976.3010833;2958;0.954;1.196316766;3.43;3.9;0.472;0.166;0.37;0.068
1914;2207;1109;82425;976.3010833;2958;0.954;1.196316766;3.43;3.9;0.472;0.166;0.37;0.068
1915;2207;1033;82425;976.3010833;2958;0.954;1.196316766;3.43;3.9;0.472;0.166;0.37;0.068
1916;2207;1015;82425;976.3010833;2958;0.954;1.196316766;3.43;3.9;0.472;0.166;0.37;0.068
1917;2207;1022;82425;976.3010833;2958;0.954;1.196316766;3.43;3.9;0.472;0.166;0.37;0.068
1918;2207;1597;82425;976.3010833;2958;0.954;1.196316766;3.43;3.9;0.472;0.166;0.37;0.068
1913;2208;150;9946;126.4265249;1794;0.453;0.063556467;1.29;3.9;0.496;0.207;0.276;0.107
1914;2208;166;9946;126.4265249;1794;0.453;0.063556467;1.29;3.9;0.496;0.207;0.276;0.107
1915;2208;141;9946;126.4265249;1794;0.453;0.063556467;1.29;3.9;0.496;0.207;0.276;0.107
1916;2208;135;9946;126.4265249;1794;0.453;0.063556467;1.29;3.9;0.496;0.207;0.276;0.107
1917;2208;163;9946;126.4265249;1794;0.453;0.063556467;1.29;3.9;0.496;0.207;0.276;0.107
1918;2208;171;9946;126.4265249;1794;0.453;0.063556467;1.29;3.9;0.496;0.207;0.276;0.107
1913;2209;268;17282;160.5426606;2226;0.666;0.04644794;1.6;4.1;0.499;0.21;0.286;0.096
1914;2209;257;17282;160.5426606;2226;0.666;0.04644794;1.6;4.1;0.499;0.21;0.286;0.096
1915;2209;266;17282;160.5426606;2226;0.666;0.04644794;1.6;4.1;0.499;0.21;0.286;0.096
1916;2209;237;17282;160.5426606;2226;0.666;0.04644794;1.6;4.1;0.499;0.21;0.286;0.096
1917;2209;208;17282;160.5426606;2226;0.666;0.04644794;1.6;4.1;0.499;0.21;0.286;0.096
1918;2209;328;17282;160.5426606;2226;0.666;0.04644794;1.6;4.1;0.499;0.21;0.286;0.096
1913;2210;175;10715;86.56878967;2216;0.515;0.03231686;1.37;4.4;0.514;0.222;0.268;0.103
1914;2210;206;10715;86.56878967;2216;0.515;0.03231686;1.37;4.4;0.514;0.222;0.268;0.103
1915;2210;186;10715;86.56878967;2216;0.515;0.03231686;1.37;4.4;0.514;0.222;0.268;0.103
1916;2210;178;10715;86.56878967;2216;0.515;0.03231686;1.37;4.4;0.514;0.222;0.268;0.103
1917;2210;150;10715;86.56878967;2216;0.515;0.03231686;1.37;4.4;0.514;0.222;0.268;0.103
1918;2210;230;10715;86.56878967;2216;0.515;0.03231686;1.37;4.4;0.514;0.222;0.268;0.103
1913;2211;183;14747;63.54282602;2577;0.699;0.051706375;1.58;3.7;0.497;0.198;0.29;0.112
1914;2211;238;14747;63.54282602;2577;0.699;0.051706375;1.58;3.7;0.497;0.198;0.29;0.112
1915;2211;210;14747;63.54282602;2577;0.699;0.051706375;1.58;3.7;0.497;0.198;0.29;0.112
1916;2211;175;14747;63.54282602;2577;0.699;0.051706375;1.58;3.7;0.497;0.198;0.29;0.112
1917;2211;208;14747;63.54282602;2577;0.699;0.051706375;1.58;3.7;0.497;0.198;0.29;0.112
1918;2211;260;14747;63.54282602;2577;0.699;0.051706375;1.58;3.7;0.497;0.198;0.29;0.112
1913;2212;291;18476;88.04807856;2601;0.739;0.042889841;1.68;4.1;0.521;0.203;0.304;0.097
1914;2212;263;18476;88.04807856;2601;0.739;0.042889841;1.68;4.1;0.521;0.203;0.304;0.097
1915;2212;271;18476;88.04807856;2601;0.739;0.042889841;1.68;4.1;0.521;0.203;0.304;0.097
1916;2212;255;18476;88.04807856;2601;0.739;0.042889841;1.68;4.1;0.521;0.203;0.304;0.097
1917;2212;237;18476;88.04807856;2601;0.739;0.042889841;1.68;4.1;0.521;0.203;0.304;0.097
1918;2212;343;18476;88.04807856;2601;0.739;0.042889841;1.68;4.1;0.521;0.203;0.304;0.097
1913;2213;98;6363;83.22194349;1743;0.404;0.026158084;1.17;4.6;0.512;0.236;0.269;0.103
1914;2213;100;6363;83.22194349;1743;0.404;0.026158084;1.17;4.6;0.512;0.236;0.269;0.103
1915;2213;88;6363;83.22194349;1743;0.404;0.026158084;1.17;4.6;0.512;0.236;0.269;0.103
1916;2213;91;6363;83.22194349;1743;0.404;0.026158084;1.17;4.6;0.512;0.236;0.269;0.103
1917;2213;81;6363;83.22194349;1743;0.404;0.026158084;1.17;4.6;0.512;0.236;0.269;0.103
1918;2213;142;6363;83.22194349;1743;0.404;0.026158084;1.17;4.6;0.512;0.236;0.269;0.103
1913;2214;195;12371;115.1997348;2644;0.599;0.055872477;1.47;4.3;0.507;0.221;0.278;0.091
1914;2214;193;12371;115.1997348;2644;0.599;0.055872477;1.47;4.3;0.507;0.221;0.278;0.091
1915;2214;195;12371;115.1997348;2644;0.599;0.055872477;1.47;4.3;0.507;0.221;0.278;0.091
1916;2214;183;12371;115.1997348;2644;0.599;0.055872477;1.47;4.3;0.507;0.221;0.278;0.091
1917;2214;161;12371;115.1997348;2644;0.599;0.055872477;1.47;4.3;0.507;0.221;0.278;0.091
1918;2214;259;12371;115.1997348;2644;0.599;0.055872477;1.47;4.3;0.507;0.221;0.278;0.091
1913;2215;69;5338;28.71391463;1929;0.585;0.021516609;1.25;4;0.499;0.209;0.306;0.089
1914;2215;76;5338;28.71391463;1929;0.585;0.021516609;1.25;4;0.499;0.209;0.306;0.089
1915;2215;64;5338;28.71391463;1929;0.585;0.021516609;1.25;4;0.499;0.209;0.306;0.089
1916;2215;74;5338;28.71391463;1929;0.585;0.021516609;1.25;4;0.499;0.209;0.306;0.089
1917;2215;63;5338;28.71391463;1929;0.585;0.021516609;1.25;4;0.499;0.209;0.306;0.089
1918;2215;110;5338;28.71391463;1929;0.585;0.021516609;1.25;4;0.499;0.209;0.306;0.089
1913;2216;98;6387;39.20839196;2226;0.545;0.012277561;1.43;4.2;0.515;0.211;0.281;0.095
1914;2216;78;6387;39.20839196;2226;0.545;0.012277561;1.43;4.2;0.515;0.211;0.281;0.095
1915;2216;98;6387;39.20839196;2226;0.545;0.012277561;1.43;4.2;0.515;0.211;0.281;0.095
1916;2216;91;6387;39.20839196;2226;0.545;0.012277561;1.43;4.2;0.515;0.211;0.281;0.095
1917;2216;68;6387;39.20839196;2226;0.545;0.012277561;1.43;4.2;0.515;0.211;0.281;0.095
1918;2216;121;6387;39.20839196;2226;0.545;0.012277561;1.43;4.2;0.515;0.211;0.281;0.095
1913;2217;71;6214;15.427708;2032;0.89;0.004965468;1.82;3.7;0.503;0.201;0.286;0.107
1914;2217;67;6214;15.427708;2032;0.89;0.004965468;1.82;3.7;0.503;0.201;0.286;0.107
1915;2217;73;6214;15.427708;2032;0.89;0.004965468;1.82;3.7;0.503;0.201;0.286;0.107
1916;2217;75;6214;15.427708;2032;0.89;0.004965468;1.82;3.7;0.503;0.201;0.286;0.107
1917;2217;76;6214;15.427708;2032;0.89;0.004965468;1.82;3.7;0.503;0.201;0.286;0.107
1918;2217;118;6214;15.427708;2032;0.89;0.004965468;1.82;3.7;0.503;0.201;0.286;0.107
1913;2218;530;39360;404.742979;2946;0.907;0.42160727;2.59;3.9;0.463;0.164;0.374;0.07
1914;2218;548;39360;404.742979;2946;0.907;0.42160727;2.59;3.9;0.463;0.164;0.374;0.07
1915;2218;505;39360;404.742979;2946;0.907;0.42160727;2.59;3.9;0.463;0.164;0.374;0.07
1916;2218;472;39360;404.742979;2946;0.907;0.42160727;2.59;3.9;0.463;0.164;0.374;0.07
1917;2218;519;39360;404.742979;2946;0.907;0.42160727;2.59;3.9;0.463;0.164;0.374;0.07
1918;2218;778;39360;404.742979;2946;0.907;0.42160727;2.59;3.9;0.463;0.164;0.374;0.07
1913;2219;279;17917;113.9456734;2470;0.668;0.044517481;1.58;4.1;0.503;0.217;0.278;0.099
1914;2219;280;17917;113.9456734;2470;0.668;0.044517481;1.58;4.1;0.503;0.217;0.278;0.099
1915;2219;274;17917;113.9456734;2470;0.668;0.044517481;1.58;4.1;0.503;0.217;0.278;0.099
1916;2219;263;17917;113.9456734;2470;0.668;0.044517481;1.58;4.1;0.503;0.217;0.278;0.099
1917;2219;248;17917;113.9456734;2470;0.668;0.044517481;1.58;4.1;0.503;0.217;0.278;0.099
1918;2219;388;17917;113.9456734;2470;0.668;0.044517481;1.58;4.1;0.503;0.217;0.278;0.099
1913;2301;196;9885;19.74416279;1974;0.609;0.005992159;1.88;4.7;0.54;0.205;0.327;0.071
1914;2301;152;9885;19.74416279;1974;0.609;0.005992159;1.88;4.7;0.54;0.205;0.327;0.071
1915;2301;126;9885;19.74416279;1974;0.609;0.005992159;1.88;4.7;0.54;0.205;0.327;0.071
1916;2301;147;9885;19.74416279;1974;0.609;0.005992159;1.88;4.7;0.54;0.205;0.327;0.071
1917;2301;149;9885;19.74416279;1974;0.609;0.005992159;1.88;4.7;0.54;0.205;0.327;0.071
1918;2301;226;9885;19.74416279;1974;0.609;0.005992159;1.88;4.7;0.54;0.205;0.327;0.071
1913;2302;147;9755;42.06046704;1381;0.244;0.004311683;1.48;4.5;0.517;0.222;0.27;0.096
1914;2302;173;9755;42.06046704;1381;0.244;0.004311683;1.48;4.5;0.517;0.222;0.27;0.096
1915;2302;228;9755;42.06046704;1381;0.244;0.004311683;1.48;4.5;0.517;0.222;0.27;0.096
1916;2302;153;9755;42.06046704;1381;0.244;0.004311683;1.48;4.5;0.517;0.222;0.27;0.096
1917;2302;178;9755;42.06046704;1381;0.244;0.004311683;1.48;4.5;0.517;0.222;0.27;0.096
1918;2302;296;9755;42.06046704;1381;0.244;0.004311683;1.48;4.5;0.517;0.222;0.27;0.096
1913;2303;153;9162;14.44214496;1257;0.261;0.003152618;1.29;4.2;0.507;0.188;0.26;0.152
1914;2303;165;9162;14.44214496;1257;0.261;0.003152618;1.29;4.2;0.507;0.188;0.26;0.152
1915;2303;151;9162;14.44214496;1257;0.261;0.003152618;1.29;4.2;0.507;0.188;0.26;0.152
1916;2303;162;9162;14.44214496;1257;0.261;0.003152618;1.29;4.2;0.507;0.188;0.26;0.152
1917;2303;197;9162;14.44214496;1257;0.261;0.003152618;1.29;4.2;0.507;0.188;0.26;0.152
1918;2303;240;9162;14.44214496;1257;0.261;0.003152618;1.29;4.2;0.507;0.188;0.26;0.152
1913;2304;98;4059;7.079324361;1619;0.174;0.003488211;1.35;4.3;0.498;0.202;0.253;0.144
1914;2304;79;4059;7.079324361;1619;0.174;0.003488211;1.35;4.3;0.498;0.202;0.253;0.144
1915;2304;97;4059;7.079324361;1619;0.174;0.003488211;1.35;4.3;0.498;0.202;0.253;0.144
1916;2304;80;4059;7.079324361;1619;0.174;0.003488211;1.35;4.3;0.498;0.202;0.253;0.144
1917;2304;102;4059;7.079324361;1619;0.174;0.003488211;1.35;4.3;0.498;0.202;0.253;0.144
1918;2304;176;4059;7.079324361;1619;0.174;0.003488211;1.35;4.3;0.498;0.202;0.253;0.144
1913;2305;117;7655;16.17474044;1264;0.171;0;1.68;4.7;0.509;0.222;0.261;0.102
1914;2305;120;7655;16.17474044;1264;0.171;0;1.68;4.7;0.509;0.222;0.261;0.102
1915;2305;134;7655;16.17474044;1264;0.171;0;1.68;4.7;0.509;0.222;0.261;0.102
1916;2305;99;7655;16.17474044;1264;0.171;0;1.68;4.7;0.509;0.222;0.261;0.102
1917;2305;147;7655;16.17474044;1264;0.171;0;1.68;4.7;0.509;0.222;0.261;0.102
1918;2305;252;7655;16.17474044;1264;0.171;0;1.68;4.7;0.509;0.222;0.261;0.102
1913;2306;137;7448;22.17478422;1676;0.296;0.005954561;1.48;4.1;0.536;0.197;0.309;0.097
1914;2306;134;7448;22.17478422;1676;0.296;0.005954561;1.48;4.1;0.536;0.197;0.309;0.097
1915;2306;121;7448;22.17478422;1676;0.296;0.005954561;1.48;4.1;0.536;0.197;0.309;0.097
1916;2306;144;7448;22.17478422;1676;0.296;0.005954561;1.48;4.1;0.536;0.197;0.309;0.097
1917;2306;145;7448;22.17478422;1676;0.296;0.005954561;1.48;4.1;0.536;0.197;0.309;0.097
1918;2306;291;7448;22.17478422;1676;0.296;0.005954561;1.48;4.1;0.536;0.197;0.309;0.097
1913;2307;244;14648;55.51807521;1812;0.437;0.015160589;1.5;4.3;0.521;0.209;0.286;0.095
1914;2307;254;14648;55.51807521;1812;0.437;0.015160589;1.5;4.3;0.521;0.209;0.286;0.095
1915;2307;237;14648;55.51807521;1812;0.437;0.015160589;1.5;4.3;0.521;0.209;0.286;0.095
1916;2307;264;14648;55.51807521;1812;0.437;0.015160589;1.5;4.3;0.521;0.209;0.286;0.095
1917;2307;274;14648;55.51807521;1812;0.437;0.015160589;1.5;4.3;0.521;0.209;0.286;0.095
1918;2307;361;14648;55.51807521;1812;0.437;0.015160589;1.5;4.3;0.521;0.209;0.286;0.095
1913;2308;200;12917;50.29036583;2151;0.626;0.019466736;1.53;4.1;0.51;0.216;0.301;0.088
1914;2308;204;12917;50.29036583;2151;0.626;0.019466736;1.53;4.1;0.51;0.216;0.301;0.088
1915;2308;197;12917;50.29036583;2151;0.626;0.019466736;1.53;4.1;0.51;0.216;0.301;0.088
1916;2308;178;12917;50.29036583;2151;0.626;0.019466736;1.53;4.1;0.51;0.216;0.301;0.088
1917;2308;207;12917;50.29036583;2151;0.626;0.019466736;1.53;4.1;0.51;0.216;0.301;0.088
1918;2308;263;12917;50.29036583;2151;0.626;0.019466736;1.53;4.1;0.51;0.216;0.301;0.088
1913;2309;133;7590;68.95104476;1526;0.225;0.018168918;1.48;4.6;0.595;0.177;0.348;0.077
1914;2309;103;7590;68.95104476;1526;0.225;0.018168918;1.48;4.6;0.595;0.177;0.348;0.077
1915;2309;116;7590;68.95104476;1526;0.225;0.018168918;1.48;4.6;0.595;0.177;0.348;0.077
1916;2309;107;7590;68.95104476;1526;0.225;0.018168918;1.48;4.6;0.595;0.177;0.348;0.077
1917;2309;141;7590;68.95104476;1526;0.225;0.018168918;1.48;4.6;0.595;0.177;0.348;0.077
1918;2309;229;7590;68.95104476;1526;0.225;0.018168918;1.48;4.6;0.595;0.177;0.348;0.077
1913;2310;129;7949;41.59208364;2190;0.62;0.010464734;1.31;4.1;0.518;0.211;0.279;0.11
1914;2310;122;7949;41.59208364;2190;0.62;0.010464734;1.31;4.1;0.518;0.211;0.279;0.11
1915;2310;143;7949;41.59208364;2190;0.62;0.010464734;1.31;4.1;0.518;0.211;0.279;0.11
1916;2310;114;7949;41.59208364;2190;0.62;0.010464734;1.31;4.1;0.518;0.211;0.279;0.11
1917;2310;123;7949;41.59208364;2190;0.62;0.010464734;1.31;4.1;0.518;0.211;0.279;0.11
1918;2310;154;7949;41.59208364;2190;0.62;0.010464734;1.31;4.1;0.518;0.211;0.279;0.11
1913;2311;235;15480;37.07044798;1787;0.415;0.014368391;1.5;4.5;0.509;0.224;0.292;0.076
1914;2311;268;15480;37.07044798;1787;0.415;0.014368391;1.5;4.5;0.509;0.224;0.292;0.076
